system,sr_no,id,code,term,short_definition,long_definition,reference,ontology_branches
Ayurveda,817,831,SR51(ED-1),raktavahasrotoduShTiH,"It is characterized by cyanosis, fever, burning sensation, pallor, haemorrhage and blood-red eyes.","It is characterized by cyanosis, fever, burning sensation, pallor, haemorrhage and blood-red eyes. This may be explained by derangement of channels (functional or anatomical or both) carrying blood.",,
Ayurveda,818,832,ED-2,SoNitajanyarogaH,,,,
Ayurveda,819,836,ED-2.1,vidAhaH,,,,
Ayurveda,820,838,SP99(ED-2.2),kaNDUH,It is characterised by itching of the body without the appearance of eruptions or rashes.,"It is characterised by itching of the body without the appearance of eruptions or rashes. This may be explained by: (a) Excess of vitiated kapha, pitta affecting the skin",,
Ayurveda,821,842,ED-2.3,krodhapracuratA,,,,
Ayurveda,822,843,ED-2.4,klamaH,,,,
Ayurveda,823,844,ED-2.5,gurugAtratA,,,,
Ayurveda,824,847,ED-2.6,tandrAtiyogaH,,,,
Ayurveda,825,848,ED-2.7,tamapraveSaH/tamaH-atidarSanam,,,,
Ayurveda,826,850,ED-2.8,nidrAnASaH/asvapnaH,,,,
Ayurveda,827,851,SN92(ED-2.9),piDakA,"It is characterised by red eruptions with suppuration and multiple openings, severe burning sensation.","It is characterised by red eruptions with suppuration and multiple openings, severe burning sensation. This may be explained by: (a) Vitiation of blood, flesh and fat.",,
Ayurveda,828,852,ED-2.10,pipAsA,,,,
Ayurveda,829,854,ED-2.11,pUtigandhatA,,,,
Ayurveda,830,855,ED-2.12,pUtighrANagandhatA,,,,
Ayurveda,831,857,ED-2.13,pramIlakaH,,,,
Ayurveda,832,858,SQ01(ED-2.14),buddhisaMmohaH,It is characterised by mental confusion and hallucinations.,It is characterised by mental confusion and hallucinations. This may be explained by: (a) Vitiation of blood.,,
Ayurveda,833,863,ED-2.15,lavaNAsyatA,,,,
Ayurveda,834,866,ED-2.16,vivarNatA,,,,
Ayurveda,835,868,ED-2.17,svarakShayaH,,,,
Ayurveda,836,869,ED-2.18,SarIradaurgandhyam,,,,
Ayurveda,837,871,ED-2.19,Siroruk,,,,
Ayurveda,838,872,ED-2.20,santApaH,,,,
Ayurveda,839,873,ED-2.21,raktapAkaH,"the disorder is characterized by aspaṣṭapakvaliṅgam [unclear signs of suppuration], śītaśōphatā [cold-swelling], tvak-sāvarṇyam [colour same as that of skin], alparujā [mild pain], aśmavat ghanasparśatvam [stony hard on touch]","the disorder is characterized by aspaṣṭapakvaliṅgam [unclear signs of suppuration], śītaśōphatā [cold-swelling], tvak-sāvarṇyam [colour same as that of skin], alparujā [mild pain], aśmavat ghanasparśatvam [stony hard on touch]",,
Ayurveda,840,874,SM41(ED-3),kAmalA,"It is characterised by yellowish discoloration of skin, eyes, nails, urine and feces associated with loss of appetite, fatigue and bilous vomiting.","It is characterised by yellowish discoloration of skin, eyes, nails, urine and feces associated with loss of appetite, fatigue and bilous vomiting. This may be explained by: (a) Weak digestive and metabolic factors, vitiation of pitta and blood affecting liver.",,
Ayurveda,841,875,ED-3.1(SM41),koShThASrita-kAmalA,,,,
Ayurveda,842,876,ED-3.2(SM41),kumBakAmalA,,,,
Ayurveda,843,877,ED-3.3(SM41),SAkhASrita-kAmalA,,,,
Ayurveda,844,878,ED-3.4(SM41),lAgharakaH/alasaH,,,,
Ayurveda,845,879,ED-3.5(SM41),halImakaH (loDharaH),,,,
Ayurveda,846,880,ED-3.6,asAdhya-kAmalA,"the disorder is characterized by naṣṭāgniḥ [loss of agni], ānāhaḥ [barborygmus with distention], aruciḥ [tastelessness], dāhaḥ [burning sensation], kr̥ṣṇaśakr̥t [black coloured feces], kuṣṇamūtram [black coloured urine], mōhaḥ [semiconsciousness or stupefaction], pītaśakr̥t [yellow colour stool], pītamūtram [yellowish urine], saraktākṣi [urine with the colour of blood], saraktamukhaḥ [reddish appearance of face], saraktaśchardiḥ [vomitus with blood], saraktaviṭ [stools with blood], saraktamūtram [haematuria], naṣṭasaṁjā [loss of consciousness], bhr̥śaṁ śūnatā [excessively swelling], tamaḥ [blackouts], tandrā [drowsiness/lassitude], tr̥̄ṣā [thirst], kṣipraṁ vipadyatē [sudden death]","the disorder is characterized by naṣṭāgniḥ [loss of agni], ānāhaḥ [barborygmus with distention], aruciḥ [tastelessness], dāhaḥ [burning sensation], kr̥ṣṇaśakr̥t [black coloured feces], kuṣṇamūtram [black coloured urine], mōhaḥ [semiconsciousness or stupefaction], pītaśakr̥t [yellow colour stool], pītamūtram [yellowish urine], saraktākṣi [urine with the colour of blood], saraktamukhaḥ [reddish appearance of face], saraktaśchardiḥ [vomitus with blood], saraktaviṭ [stools with blood], saraktamūtram [haematuria], naṣṭasaṁjā [loss of consciousness], bhr̥śaṁ śūnatā [excessively swelling], tamaḥ [blackouts], tandrā [drowsiness/lassitude], tr̥̄ṣā [thirst], kṣipraṁ vipadyatē [sudden death]",,
Ayurveda,847,881,ED-3.7,asAdhya-kuMBakAmalA,"the disorder is characterized by chardiḥ [vomiting], arōcakaḥ [tastelessness], hr̥llāsaḥ [nausea], jvaraḥ [fever], klamaḥ [exhaustion without exertion], śvāsaḥ [breathlessness/difficult breathing], kāsaḥ [cough], viṭbhēdaḥ [altered bowels/loose stools]","the disorder is characterized by chardiḥ [vomiting], arōcakaḥ [tastelessness], hr̥llāsaḥ [nausea], jvaraḥ [fever], klamaḥ [exhaustion without exertion], śvāsaḥ [breathlessness/difficult breathing], kāsaḥ [cough], viṭbhēdaḥ [altered bowels/loose stools]",,
Ayurveda,848,882,ED-3.8,kAmalA-ariShTaH,"the disorder is characterized by mukhapūrṇatā [whole mouth yellowishness], śaṁkhayōḥ muktamāṁsatā [wasting], santrāsaḥ [irritation], aṁgōṣṇatā [hotness]","the disorder is characterized by mukhapūrṇatā [whole mouth yellowishness], śaṁkhayōḥ muktamāṁsatā [wasting], santrāsaḥ [irritation], aṁgōṣṇatā [hotness]",,
Ayurveda,849,883,ED-4,kuShTham,,,,Note: Also Classifed under #san@SoNitajanyarogaH#[ED-2]
Ayurveda,850,884,ED-4.1,kuShTha-pUrvarUpam,"the disorder is characterized by sparśājñatvam [inablitity to percive touch sensation], atisvēdaḥ [excessive sweating], asvēdaḥ [anhidrosis/lack of sweating], vaivarṇyam/vivarṇatā [discolouration], kōṭhānām unnatiḥ [raised reddish patches], lōmaharṣaḥ [horripilation], kaṇḍūḥ [itching], tōdaḥ [pricking pain], śramaḥ [exhaustion/fatigue], klamaḥ [exhaustion without exertion], vraṇānāmadhikaṁ śūlam [excessive pain in the wounds], śīghrōtpattiḥ [sudden onset], cirasthitiḥ [chronic nature], dāhaḥ [burning sensation], suptāṅgatā [loss of sensation of body parts], atiślakṣṇasparśaḥ [excessive smoothness of skin], atikharasparśaḥ [excessive roughness of skin], rūḍhānāmapi rūkṣatvam [improper healing of wounds], nimittē alpē api kōpanam [aggravation by minor causative factors], asr̥jaḥ kārṣṇyam [blackish colour of blood]","the disorder is characterized by sparśājñatvam [inablitity to percive touch sensation], atisvēdaḥ [excessive sweating], asvēdaḥ [anhidrosis/lack of sweating], vaivarṇyam/vivarṇatā [discolouration], kōṭhānām unnatiḥ [raised reddish patches], lōmaharṣaḥ [horripilation], kaṇḍūḥ [itching], tōdaḥ [pricking pain], śramaḥ [exhaustion/fatigue], klamaḥ [exhaustion without exertion], vraṇānāmadhikaṁ śūlam [excessive pain in the wounds], śīghrōtpattiḥ [sudden onset], cirasthitiḥ [chronic nature], dāhaḥ [burning sensation], suptāṅgatā [loss of sensation of body parts], atiślakṣṇasparśaḥ [excessive smoothness of skin], atikharasparśaḥ [excessive roughness of skin], rūḍhānāmapi rūkṣatvam [improper healing of wounds], nimittē alpē api kōpanam [aggravation by minor causative factors], asr̥jaḥ kārṣṇyam [blackish colour of blood]",,
Ayurveda,851,885,ED-4.2,mahAkuShThaH,"the disorder is characterized by tvaksaṅkōcaḥ [contraction of skin], tvagbhēdaḥ [cracking of skin], tvagsvapanam [numbness of skin], aṅgasādaḥ [exhaustion or tirednes to body /inability to perform physical activities]","the disorder is characterized by tvaksaṅkōcaḥ [contraction of skin], tvagbhēdaḥ [cracking of skin], tvagsvapanam [numbness of skin], aṅgasādaḥ [exhaustion or tirednes to body /inability to perform physical activities]",,
Ayurveda,852,886,ED-4.2.1(SN49),kapAlaH/aruNa-kuShThaH/vAtikakuShThaH,,,,
Ayurveda,853,887,ED-4.2.2,kApAlakakuShTham,,,,
Ayurveda,854,888,ED-4.2.3(SN49),udumbara-kuShThaH/paittika-kuShThaH,,,,
Ayurveda,855,889,ED-4.2.4(SN49),maNDalakuShThaH/kaPajakuShThaH,,,,
Ayurveda,856,890,ED-4.2.5(SN49),RuShyajihvakaH,,,,
Ayurveda,857,891,ED-4.2.6(SN49),puNDarIkaH,,,,
Ayurveda,858,892,SN4A(ED-4.2.7),sidhmaH,"It is characterised by roughening and hardening of part of skin, whitish scaling, less itching, dryness of skin.","It is characterised by roughening and hardening of part of skin, whitish scaling, less itching, dryness of skin. This may be explained by: (a) Vitiated vatadosha and kapadosha affecting the skin.",,
Ayurveda,859,893,ED-4.2.8,kAkaNakaH,"the disorder is characterized by kākaṇāntikāvarṇaḥ/kākaṇāntikāphalasadr̥śaḥ [colour of a kākaṇāntikā], sarvakuṣṭhaliṅgasamanvitaḥ [with symptoms of all the kuṣṭha], atīvaraktaḥ [dark red in colour], atīvakr̥ṣṇaḥ [dark black in colour], tīvradāhaḥ [severe burning sensation], tīvraruk [severe pain]","the disorder is characterized by kākaṇāntikāvarṇaḥ/kākaṇāntikāphalasadr̥śaḥ [colour of a kākaṇāntikā], sarvakuṣṭhaliṅgasamanvitaḥ [with symptoms of all the kuṣṭha], atīvaraktaḥ [dark red in colour], atīvakr̥ṣṇaḥ [dark black in colour], tīvradāhaḥ [severe burning sensation], tīvraruk [severe pain]",,
Ayurveda,860,894,ED-4.3,kShudrakuShTham,,,,
Ayurveda,861,895,SN4B(ED-4.3.1),ekakuShThaH,"It is characterised by appearance of skin similar to scales of fish, roughness of skin, sloughing of skin, absence of sweating.","It is characterised by appearance of skin similar to scales of fish, roughness of skin, sloughing of skin, absence of sweating. This may be explained by: (a) Vitiated vata and kapa dosha affecting the skin.",,
Ayurveda,862,896,ED-4.3.2(SN5Y),carmakuShThaH,,,,
Ayurveda,863,897,ED-4.3.3(SN4A),kiTiBaH,,,,
Ayurveda,864,898,ED-4.3.4(SN9Y),vipAdikA,,,,
Ayurveda,865,899,ED-4.3.5,alasakakuShThaH/alasakuShThaH,,,,
Ayurveda,866,900,SN4U(ED-4.3.6),dadru-kuShThaH,"It is characterised by itching, roughness of skin, elevated ring shaped lesion with or without scaling, and blackish or reddish discoloration.","It is characterised by itching, roughness of skin, elevated ring shaped lesion with or without scaling, and blackish or reddish discoloration. This may be explained by: (a) Vitiation of kapha.",,
Ayurveda,867,901,ED-4.3.7(SN5Y),carmadala-kuShThaH,,,,Note: Also Classifed under #san@SoNitajanyarogaH#[ED-2]
Ayurveda,868,902,SN46(ED-4.3.8),pAmA (kacCU),"It is characterised by red papular eruptions over the skin with severe itching and burning and involve mostly hands between fingers, legs, groin and sometimes whole body.","It is characterised by red papular eruptions over the skin with severe itching and burning and involve mostly hands between fingers, legs, groin and sometimes whole body. This may be explained by: (a) Indigestion, weak digestive and metabolic factors, vitiation of kapha, pitta affecting the skin, integuments.",,Note: Also Classifed under #san@kShudrarogaH#[O]
Ayurveda,869,904,ED-4.3.9(SN5Y),SatAru-kuShThaH,,,,
Ayurveda,870,905,SN43 (ED-4.3.10),vicarcikA,"It is characterised by crusted eruptions, intense burning resembling flame of fire, itching, dryness of the skin, blackish discolouration may be associated with discharge.","It is characterised by crusted eruptions, intense burning resembling flame of fire, itching, dryness of the skin, blackish discolouration may be associated with discharge. This may be explained by: (a)Vitiation of all the three dosha with a predominance of kaphadosha.",,Note: Also Classifed under #san@kShudrarogaH#[O]
Ayurveda,871,906,ED-4.3.11(SN5Y),sthUlAruShka,,,,
Ayurveda,872,908,SN49(ED-4.4),dhAtugatakuShThaH,"It is characterised by hypopigmented patches of the skin, loss of sensation, deformity and derangement of shape of the organs with or without purulent discharge.","It is characterised by hypopigmented patches of the skin, loss of sensation, deformity and derangement of shape of the organs with or without purulent discharge. This may be explained by: (a) Vitiation of all the three dosha and seven tissues.",,
Ayurveda,873,909,ED-4.4.1,tvaggatakuShThaH,"the disorder is characterized by sparṣahāniḥ [loss of tactile sensation], svēdanatvam [sweating], īśat kaṇḍū [minimal itching], vaivarṇyam/aṅga-vaivarṇam [discolouration], rūkṣabhāvaḥ/rūkṣatā [dryness], tōdaḥ [pricking pain]","the disorder is characterized by sparṣahāniḥ [loss of tactile sensation], svēdanatvam [sweating], īśat kaṇḍū [minimal itching], vaivarṇyam/aṅga-vaivarṇam [discolouration], rūkṣabhāvaḥ/rūkṣatā [dryness], tōdaḥ [pricking pain]",,
Ayurveda,874,910,ED-4.4.2,raktagatakuShThaH,"the disorder is characterized by tvak-svāpaḥ [numbness at the site], rōmaharṣaḥ [horripilation], svēdābhipravartanam/svēdātipravartanam/svēdaḥ [excessive sweating], kaṇḍūḥ [itching], vipūyakaḥ [putrid suppuration], śvayathuḥ [oedema]","the disorder is characterized by tvak-svāpaḥ [numbness at the site], rōmaharṣaḥ [horripilation], svēdābhipravartanam/svēdātipravartanam/svēdaḥ [excessive sweating], kaṇḍūḥ [itching], vipūyakaḥ [putrid suppuration], śvayathuḥ [oedema]",,
Ayurveda,875,911,ED-4.4.3,mAMsagatakuShThaH,"the disorder is characterized by bāhulyam [large circular patches], vaktraśōṣaḥ [dryness of mouth], kārkaśyam [roughness], piḍakōdgamaḥ [appearance of eruptions], tōdaḥ [pricking pain], sphōṭāḥ [blisters], sthiratvam [fixity], pāṇyāśritasphōṭāḥ [blisters on palms], pādāśritasphōṭāḥ [blisters on sole], sandhiṣu adhikaṁ klēdaḥ [discharge, secretion at joint places]","the disorder is characterized by bāhulyam [large circular patches], vaktraśōṣaḥ [dryness of mouth], kārkaśyam [roughness], piḍakōdgamaḥ [appearance of eruptions], tōdaḥ [pricking pain], sphōṭāḥ [blisters], sthiratvam [fixity], pāṇyāśritasphōṭāḥ [blisters on palms], pādāśritasphōṭāḥ [blisters on sole], sandhiṣu adhikaṁ klēdaḥ [discharge, secretion at joint places]",,
Ayurveda,876,912,ED-4.4.4,medogatakuShThaH,"the disorder is characterized by daurgandhyam [bad odour], upadēhaḥ [rheum], pūyaḥ [pus formation], krimisaṁbhavaḥ [production of maggots], gātrāṇāṁ bhēdanam [breaking pain in body], kauṇyam [falling off of the fingers and toes], gatikṣayaḥ [restricted movements of the limbs], aṅgānāṁ dalanam [putrifaction], saṁbhēdaḥ [tearing sensation], kṣatasarpaṇam [spreading of the lesions]","the disorder is characterized by daurgandhyam [bad odour], upadēhaḥ [rheum], pūyaḥ [pus formation], krimisaṁbhavaḥ [production of maggots], gātrāṇāṁ bhēdanam [breaking pain in body], kauṇyam [falling off of the fingers and toes], gatikṣayaḥ [restricted movements of the limbs], aṅgānāṁ dalanam [putrifaction], saṁbhēdaḥ [tearing sensation], kṣatasarpaṇam [spreading of the lesions]",,
Ayurveda,877,913,ED-4.4.5,asthigatakuShThaH,"the disorder is characterized by nāsābhaṅgaḥ [depression of nasal bridge], akṣirāgaḥ/nētrarāgaḥ [redness in the eyes], krimisaṁbhavaḥ (kṣatēṣu ) [production of maggots in the lesion], svarōpaghātaḥ [loss of speech], svarakṣayaḥ [diminution of voice/loss of voice]","the disorder is characterized by nāsābhaṅgaḥ [depression of nasal bridge], akṣirāgaḥ/nētrarāgaḥ [redness in the eyes], krimisaṁbhavaḥ (kṣatēṣu ) [production of maggots in the lesion], svarōpaghātaḥ [loss of speech], svarakṣayaḥ [diminution of voice/loss of voice]",,
Ayurveda,878,914,ED-4.4.6,majjAgatakuShThaH,"the disorder is characterized by nāsābhaṅgaḥ [depression of nasal bridge], akṣirāgaḥ [redness in the eyes], krimisaṁbhavaḥ (kṣatēṣu ) [production of maggots in the lesion], svarōpaghātaḥ [loss of speech], svarakṣayaḥ [diminution of voice/loss of voice]","the disorder is characterized by nāsābhaṅgaḥ [depression of nasal bridge], akṣirāgaḥ [redness in the eyes], krimisaṁbhavaḥ (kṣatēṣu ) [production of maggots in the lesion], svarōpaghātaḥ [loss of speech], svarakṣayaḥ [diminution of voice/loss of voice]",,
Ayurveda,879,915,ED-4.4.7,SukragatakuShThaH,"the disorder is characterized by kauṇyam [falling off of the fingers and toes], gatikṣayaḥ [restricted movements of the limbs], aṅgānāṁ sambhēdaḥ [tearing sensation of the limbs], kṣatasarpaṇam [spreading of the lesions], prāguktalakṣaṇāni [clinical features mentioned as above/earlier], dārābādhanam [affliction to spouse], apatyabādhanam/apatyaṁ bhavati kuṣṭhitam [affliction to progeny]","the disorder is characterized by kauṇyam [falling off of the fingers and toes], gatikṣayaḥ [restricted movements of the limbs], aṅgānāṁ sambhēdaḥ [tearing sensation of the limbs], kṣatasarpaṇam [spreading of the lesions], prāguktalakṣaṇāni [clinical features mentioned as above/earlier], dārābādhanam [affliction to spouse], apatyabādhanam/apatyaṁ bhavati kuṣṭhitam [affliction to progeny]",,
Ayurveda,880,916,ED-4.5,asAdhyakuShThaH,"the disorder is characterized by sarvaliṁgairyutatvam [clinical features of all types of dōṣa], abalatvam [lack of strength], tr̥ṣṇā [thirst], dāhaḥ [burning sensation], śāntāgniḥ [loss of digestive power], jantujagdham [affected with worms], sarvadōṣōlbaṇatā [predominance of all three dōṣa], riṣṭōktalakṣaṇayuktam [associated with fatal signs], asthisamāśrayam [involving asthi dhātu], majjāsamāśrayam [involving majjā dhātu], śukrasamāśrayam [involving śukra dhātu]","the disorder is characterized by sarvaliṁgairyutatvam [clinical features of all types of dōṣa], abalatvam [lack of strength], tr̥ṣṇā [thirst], dāhaḥ [burning sensation], śāntāgniḥ [loss of digestive power], jantujagdham [affected with worms], sarvadōṣōlbaṇatā [predominance of all three dōṣa], riṣṭōktalakṣaṇayuktam [associated with fatal signs], asthisamāśrayam [involving asthi dhātu], majjāsamāśrayam [involving majjā dhātu], śukrasamāśrayam [involving śukra dhātu]",,
Ayurveda,881,917,ED-4.6,kuShTha-upadravaH,"the disorder is characterized by prasravaṇam [discharge], aṁgabhēdaḥ [cracking of skin/body parts], aṁgāvayavānāṁ patanam [suppuration, falling of body parts], tr̥ṣṇā [thirst], jvaraḥ [fever], atisāraḥ [diarrhoea], dāhaḥ [burning sensation], daurbalyam [weakness], arōcakaḥ [tastelessness], avipākaḥ [indigestion]","the disorder is characterized by prasravaṇam [discharge], aṁgabhēdaḥ [cracking of skin/body parts], aṁgāvayavānāṁ patanam [suppuration, falling of body parts], tr̥ṣṇā [thirst], jvaraḥ [fever], atisāraḥ [diarrhoea], dāhaḥ [burning sensation], daurbalyam [weakness], arōcakaḥ [tastelessness], avipākaḥ [indigestion]",,
Ayurveda,882,918,ED-4.7,kuShTha-ariShTaH,,,,
Ayurveda,883,919,ED-5(SN4D),SvitraH,,,,
Ayurveda,884,920,ED-5.1,vAtika-SvitraH,"the disorder is characterized by maṇḍalam [circular patches], aruṇam [slightly reddish coloured], paruṣam [rough/dry], paridhvaṁsi [ruining], rūkṣam [dry]","the disorder is characterized by maṇḍalam [circular patches], aruṇam [slightly reddish coloured], paruṣam [rough/dry], paridhvaṁsi [ruining], rūkṣam [dry]",,
Ayurveda,885,921,ED-5.2,paittika-SvitraH/kilAsaH,"the disorder is characterized by padmapatrapratīkāśam/kamalapatravat [like the petals of a lotus], saparidāhaḥ [burning sensation], tāmraḥ [copper coloured], dāhaḥ [burning sensation], rōmavidhvaṁsanam [loss of hairs]","the disorder is characterized by padmapatrapratīkāśam/kamalapatravat [like the petals of a lotus], saparidāhaḥ [burning sensation], tāmraḥ [copper coloured], dāhaḥ [burning sensation], rōmavidhvaṁsanam [loss of hairs]",,
Ayurveda,886,922,ED-5.3,kaPajaSvitraH/kilAsaH,"the disorder is characterized by śvētaḥ [whitish discoloration], snigdhaḥ [smooth/unctuous /oily], bahalaḥ [large in size], kaṇḍūḥ [itching], ghanaḥ [thick and dense lesion], guruḥ [heaviness]","the disorder is characterized by śvētaḥ [whitish discoloration], snigdhaḥ [smooth/unctuous /oily], bahalaḥ [large in size], kaṇḍūḥ [itching], ghanaḥ [thick and dense lesion], guruḥ [heaviness]",,
Ayurveda,887,923,ED-5.4,raktajaSvitraH-daruNaH,the disorder is characterized by raktavarṇaḥ [red colour],the disorder is characterized by raktavarṇaḥ [red colour],,
Ayurveda,888,924,ED-5.5,mAMsajaSvitraH-cAruNaH,the disorder is characterized by tāmravarṇaḥ [coppery colour lesions],the disorder is characterized by tāmravarṇaḥ [coppery colour lesions],,
Ayurveda,889,925,ED-5.6,medojaSvitraH,the disorder is characterized by śvētavarṇaḥ [white colour lesions],the disorder is characterized by śvētavarṇaḥ [white colour lesions],,
Ayurveda,890,926,ED-5.7,asAdhyakilAsa,"the disorder is characterized by sambaddhamaṇḍalam [non overlapping lesions], antējātam [lesions developing on extremities, lips etc.], raktarōmaḥ [in which the terminal hairs are red], agnidagdhajanyaśrvitram [those which developed after burns]","the disorder is characterized by sambaddhamaṇḍalam [non overlapping lesions], antējātam [lesions developing on extremities, lips etc.], raktarōmaḥ [in which the terminal hairs are red], agnidagdhajanyaśrvitram [those which developed after burns]",,
Ayurveda,891,927,ED-6,masUrikA,"the disorder is characterized by masūrākr̥ti-piḍakā [lentil form pustules on skin], masūrasaṁsthāna-piḍakā [lentil size pustules on skin]","the disorder is characterized by masūrākr̥ti-piḍakā [lentil form pustules on skin], masūrasaṁsthāna-piḍakā [lentil size pustules on skin]",,Note: Also Classifed under #san@kShudrarogaH#[O]
Ayurveda,892,928,ED-6.1,masUrikApUrvarUpam,"the disorder is characterized by jvaram [fever], kaṇḍūḥ [itching], gātrabhaṅgaḥ [breaking pain in body], aratiḥ [distress/dicontent/restlessness], bhramaḥ [giddiness or dizziness], tvaci śōthaḥ [oedema on skin], vaivarṇyam [discolouration], nētrarāgaḥ [redness of eyes]","the disorder is characterized by jvaram [fever], kaṇḍūḥ [itching], gātrabhaṅgaḥ [breaking pain in body], aratiḥ [distress/dicontent/restlessness], bhramaḥ [giddiness or dizziness], tvaci śōthaḥ [oedema on skin], vaivarṇyam [discolouration], nētrarāgaḥ [redness of eyes]",,
Ayurveda,893,929,ED-6.2,vAtajamasUrikA,"the disorder is characterized by śyāva-sphōṭaḥ [blackish eruptions], aruṇa-sphōṭaḥ [slightly reddish eruptions], rūkṣa-sphōṭaḥ [dry eruptions], tīvravēdanā (sphōṭaḥ) [severe pain], kaṭhina-sphōṭaḥ [hard eruptions], cirapākaḥ [take a long time to suppurate], sandhi-bhēdaḥ [breaking/splitting pain in joints], asthi-bhēdaḥ [breaking/splitting type of pain in the bones], parva-bhēdaḥ [breaking type of pain in small joints], kāsaḥ [cough], kampaḥ [tremors], aratiḥ [distress/dicontent/restlessness], klamaḥ [exhaustion without exertion], tālu-śōṣaḥ [dryness of palate], ōṣṭha-śōṣaḥ [dryness of the lips], jihvā-śōṣaḥ [dryness of the tongue], tr̥ṣṇā [thirst], aruciḥ [tastelessness]","the disorder is characterized by śyāva-sphōṭaḥ [blackish eruptions], aruṇa-sphōṭaḥ [slightly reddish eruptions], rūkṣa-sphōṭaḥ [dry eruptions], tīvravēdanā (sphōṭaḥ) [severe pain], kaṭhina-sphōṭaḥ [hard eruptions], cirapākaḥ [take a long time to suppurate], sandhi-bhēdaḥ [breaking/splitting pain in joints], asthi-bhēdaḥ [breaking/splitting type of pain in the bones], parva-bhēdaḥ [breaking type of pain in small joints], kāsaḥ [cough], kampaḥ [tremors], aratiḥ [distress/dicontent/restlessness], klamaḥ [exhaustion without exertion], tālu-śōṣaḥ [dryness of palate], ōṣṭha-śōṣaḥ [dryness of the lips], jihvā-śōṣaḥ [dryness of the tongue], tr̥ṣṇā [thirst], aruciḥ [tastelessness]",,
Ayurveda,894,930,ED-6.3,pittajamasUrikA,"the disorder is characterized by rakta-sphōṭaḥ [red eruptions], pīta-sphōṭāḥ [yellow eruptions], asita-sphōṭaḥ [blackish eruptions], dāhaḥ [burning sensation], tīvravēdanā [severe pain], acirapākaḥ [suppurates quickly], viḍbhēdaḥ [altered stools/loose motions], aṅgamardaḥ [generalised bodyache], dāhaḥ [burning sensation], tr̥ṣṇā [thirst], aruciḥ [tastelessness], mukhapākaḥ [stomatitis], akṣirāgaḥ [redness in the eyes], tīvra jvaraḥ [severe fever], sudāruṇajvaraḥ [very distressing and high fever]","the disorder is characterized by rakta-sphōṭaḥ [red eruptions], pīta-sphōṭāḥ [yellow eruptions], asita-sphōṭaḥ [blackish eruptions], dāhaḥ [burning sensation], tīvravēdanā [severe pain], acirapākaḥ [suppurates quickly], viḍbhēdaḥ [altered stools/loose motions], aṅgamardaḥ [generalised bodyache], dāhaḥ [burning sensation], tr̥ṣṇā [thirst], aruciḥ [tastelessness], mukhapākaḥ [stomatitis], akṣirāgaḥ [redness in the eyes], tīvra jvaraḥ [severe fever], sudāruṇajvaraḥ [very distressing and high fever]",,
Ayurveda,895,931,ED-6.4,kaPajamasUrikA,"the disorder is characterized by kaphaprasēkaḥ [salivation], staimityam [a sensation of being covered with wet clothes], śirōruk [headache], gātragauravam [heaviness of the limbs], hr̥llāsaḥ [nausea], aruciḥ [tastelessness], nidrā [sleep], tandrā [drowsiness/lassitude], ālasyam [lethargy], śvētapiḍakā [white], snigdhapiḍakā [unctuous apprearance of eruptions], sthūlapiḍakā/bhr̥śasthūlaḥ [large eruptions], kaṇḍūraḥ [associated with an itching sensation], mandavēdanā [mild pain], cirapākī [take a long time to suppurate]","the disorder is characterized by kaphaprasēkaḥ [salivation], staimityam [a sensation of being covered with wet clothes], śirōruk [headache], gātragauravam [heaviness of the limbs], hr̥llāsaḥ [nausea], aruciḥ [tastelessness], nidrā [sleep], tandrā [drowsiness/lassitude], ālasyam [lethargy], śvētapiḍakā [white], snigdhapiḍakā [unctuous apprearance of eruptions], sthūlapiḍakā/bhr̥śasthūlaḥ [large eruptions], kaṇḍūraḥ [associated with an itching sensation], mandavēdanā [mild pain], cirapākī [take a long time to suppurate]",,
Ayurveda,896,932,ED-6.5,tridoShajamasUrikA,"the disorder is characterized by nīlā [blue eruptions], cipiṭavistīrṇā [flat eruption], madhyē nimnā [depresssed in the centre], mahārujā [severe pain], cirapākā [take a long time to suppurate], prabhūtapūtisrāvaḥ [exccessive pus discharge], kaṇṭharōdhaḥ [obstruction of throat], aruciḥ [tastelessness], stambhaḥ [rigidity/stiffness], pralāpaḥ [excess talking/irrelevant speech/incoherent speech], aratiḥ [distress/dicontent/restlessness]","the disorder is characterized by nīlā [blue eruptions], cipiṭavistīrṇā [flat eruption], madhyē nimnā [depresssed in the centre], mahārujā [severe pain], cirapākā [take a long time to suppurate], prabhūtapūtisrāvaḥ [exccessive pus discharge], kaṇṭharōdhaḥ [obstruction of throat], aruciḥ [tastelessness], stambhaḥ [rigidity/stiffness], pralāpaḥ [excess talking/irrelevant speech/incoherent speech], aratiḥ [distress/dicontent/restlessness]",,
